"Type"	"Family"	"Timepoint"	"Covariate1"	"Covariate2"	"Binary_phenotype_dynamic"	"Factor_phenotype_dynamic"	"Quant_phenotype_dynamic"	"Binary_phenotype_static"	"Factor_phenotype_static"	"Quant_phenotype_static"
"Sample1248"	"Infant"	"FAM410"	"W2"	"Covar1.2"	-1.00691086515951	"BinaryDynamic2"	"LevelDynamic2"	2.32762275209528	"BinaryStatic2"	"LevelStatic2"	-0.533705894926461
"Sample1249"	"Infant"	"FAM410"	"M1"	"Covar1.1"	-0.605765264093382	"BinaryDynamic2"	"LevelDynamic2"	1.15688035647368	"BinaryStatic2"	"LevelStatic2"	-0.533705894926461
"Sample1250"	"Infant"	"FAM410"	"M3"	"Covar1.1"	1.23631924513615	"BinaryDynamic2"	"LevelDynamic1"	0.840630145596801	"BinaryStatic2"	"LevelStatic2"	-0.533705894926461
"Sample1251"	"Infant"	"FAM411"	"M6"	"Covar1.3"	-0.667938284296919	"BinaryDynamic1"	"LevelDynamic2"	0.468224938574627	"BinaryStatic2"	"LevelStatic2"	0.100430827703709
"Sample1252"	"Infant"	"FAM412"	"W2"	"Covar1.1"	1.11904774776545	"BinaryDynamic1"	"LevelDynamic1"	-1.27239312727101	"BinaryStatic2"	"LevelStatic2"	0.484754421381774
"Sample1253"	"Infant"	"FAM412"	"M12"	"Covar1.2"	-0.172943387963443	"BinaryDynamic2"	"LevelDynamic1"	-1.69961958473504	"BinaryStatic2"	"LevelStatic2"	0.484754421381774
"Sample1254"	"Infant"	"FAM412"	"M6"	"Covar1.2"	-0.374972337078608	"BinaryDynamic1"	"LevelDynamic1"	0.250356641941575	"BinaryStatic2"	"LevelStatic2"	0.484754421381774
"Sample1255"	"Infant"	"FAM412"	"M1"	"Covar1.1"	-0.362724158095648	"BinaryDynamic2"	"LevelDynamic2"	0.451457100404894	"BinaryStatic2"	"LevelStatic2"	0.484754421381774
"Sample1256"	"Infant"	"FAM412"	"M3"	"Covar1.1"	0.879702337381518	"BinaryDynamic1"	"LevelDynamic2"	-0.128048567309285	"BinaryStatic2"	"LevelStatic2"	0.484754421381774
"Sample1257"	"Infant"	"FAM413"	"M1"	"Covar1.3"	-1.50123695347916	"BinaryDynamic2"	"LevelDynamic2"	-1.63377254069935	"BinaryStatic2"	"LevelStatic3"	0.310891008759556
"Sample1258"	"Infant"	"FAM414"	"M1"	"Covar1.3"	-1.49010928703793	"BinaryDynamic2"	"LevelDynamic1"	1.31647039362158	"BinaryStatic2"	"LevelStatic2"	0.0580502345327347
"Sample1259"	"Infant"	"FAM414"	"M6"	"Covar1.1"	0.527434864974974	"BinaryDynamic1"	"LevelDynamic2"	1.07482940262011	"BinaryStatic2"	"LevelStatic2"	0.0580502345327347
"Sample1260"	"Infant"	"FAM415"	"M3"	"Covar1.1"	1.25170413109103	"BinaryDynamic1"	"LevelDynamic2"	0.725942853409128	"BinaryStatic1"	"LevelStatic1"	-0.616135839282367
"Sample1261"	"Infant"	"FAM415"	"W2"	"Covar1.2"	2.08247273578487	"BinaryDynamic1"	"LevelDynamic3"	-0.8806201848012	"BinaryStatic1"	"LevelStatic1"	-0.616135839282367
"Sample1262"	"Infant"	"FAM416"	"M12"	"Covar1.3"	0.825769355822583	"BinaryDynamic2"	"LevelDynamic1"	1.55083472354045	"BinaryStatic2"	"LevelStatic3"	1.49799582391127
"Sample1263"	"Infant"	"FAM416"	"M1"	"Covar1.3"	0.831442747299394	"BinaryDynamic1"	"LevelDynamic1"	-1.72620517001833	"BinaryStatic2"	"LevelStatic3"	1.49799582391127
"Sample1264"	"Infant"	"FAM417"	"M6"	"Covar1.3"	1.12265888209484	"BinaryDynamic2"	"LevelDynamic3"	0.120463834310295	"BinaryStatic2"	"LevelStatic1"	-1.37979089686035
"Sample1265"	"Infant"	"FAM418"	"M12"	"Covar1.2"	-0.70525925520244	"BinaryDynamic2"	"LevelDynamic2"	-0.0913665664263977	"BinaryStatic2"	"LevelStatic1"	-0.528630790564171
"Sample1266"	"Infant"	"FAM418"	"M6"	"Covar1.1"	-0.171084647027825	"BinaryDynamic2"	"LevelDynamic3"	1.14173930514602	"BinaryStatic2"	"LevelStatic1"	-0.528630790564171
"Sample1267"	"Infant"	"FAM418"	"M1"	"Covar1.1"	0.134300960325259	"BinaryDynamic2"	"LevelDynamic3"	-0.444767921608407	"BinaryStatic2"	"LevelStatic1"	-0.528630790564171
"Sample1268"	"Infant"	"FAM418"	"W2"	"Covar1.1"	-0.0540683683497902	"BinaryDynamic2"	"LevelDynamic2"	-0.791012820048612	"BinaryStatic2"	"LevelStatic1"	-0.528630790564171
"Sample1269"	"Infant"	"FAM419"	"M1"	"Covar1.1"	1.50517157529026	"BinaryDynamic2"	"LevelDynamic3"	-0.0791598080834561	"BinaryStatic1"	"LevelStatic2"	-0.560205908997638
"Sample1270"	"Infant"	"FAM419"	"M12"	"Covar1.3"	1.22713757188919	"BinaryDynamic2"	"LevelDynamic2"	1.43553473992713	"BinaryStatic1"	"LevelStatic2"	-0.560205908997638
"Sample1271"	"Infant"	"FAM419"	"M6"	"Covar1.2"	1.47929760840955	"BinaryDynamic1"	"LevelDynamic2"	-0.713243979916188	"BinaryStatic1"	"LevelStatic2"	-0.560205908997638
"Sample1272"	"Infant"	"FAM420"	"M6"	"Covar1.1"	1.20631205327699	"BinaryDynamic1"	"LevelDynamic2"	1.27941428111616	"BinaryStatic2"	"LevelStatic2"	-0.88978059403507
"Sample1273"	"Infant"	"FAM420"	"M1"	"Covar1.2"	1.1083535507302	"BinaryDynamic1"	"LevelDynamic3"	-0.148944151808941	"BinaryStatic2"	"LevelStatic2"	-0.88978059403507
"Sample1274"	"Infant"	"FAM420"	"W2"	"Covar1.2"	-1.49938280598482	"BinaryDynamic1"	"LevelDynamic2"	-0.241060752338757	"BinaryStatic2"	"LevelStatic2"	-0.88978059403507
"Sample1275"	"Infant"	"FAM420"	"M3"	"Covar1.1"	0.60989975618154	"BinaryDynamic1"	"LevelDynamic3"	0.309810096702679	"BinaryStatic2"	"LevelStatic2"	-0.88978059403507
"Sample1276"	"Infant"	"FAM421"	"M12"	"Covar1.3"	-1.82115152407692	"BinaryDynamic1"	"LevelDynamic1"	0.172893981784366	"BinaryStatic2"	"LevelStatic3"	0.940044909073464
"Sample1277"	"Infant"	"FAM421"	"M6"	"Covar1.1"	0.077820357983384	"BinaryDynamic1"	"LevelDynamic3"	0.562715206090728	"BinaryStatic2"	"LevelStatic3"	0.940044909073464
"Sample1278"	"Infant"	"FAM422"	"W2"	"Covar1.1"	0.478241320191152	"BinaryDynamic2"	"LevelDynamic2"	1.7407956448855	"BinaryStatic1"	"LevelStatic3"	0.948657336887629
"Sample1279"	"Infant"	"FAM423"	"M3"	"Covar1.1"	-0.740192918234158	"BinaryDynamic2"	"LevelDynamic1"	-0.0874495927949526	"BinaryStatic1"	"LevelStatic2"	0.310518232752764
"Sample1280"	"Infant"	"FAM423"	"M6"	"Covar1.1"	1.44447797881903	"BinaryDynamic2"	"LevelDynamic1"	0.863623450927815	"BinaryStatic1"	"LevelStatic2"	0.310518232752764
"Sample1281"	"Infant"	"FAM423"	"M12"	"Covar1.2"	0.323853778514233	"BinaryDynamic1"	"LevelDynamic3"	0.794253649834362	"BinaryStatic1"	"LevelStatic2"	0.310518232752764
"Sample1282"	"Infant"	"FAM424"	"M3"	"Covar1.2"	-0.356084214835065	"BinaryDynamic2"	"LevelDynamic2"	0.239712455624788	"BinaryStatic2"	"LevelStatic1"	0.415588855335897
"Sample1283"	"Infant"	"FAM424"	"M12"	"Covar1.2"	0.552137107246651	"BinaryDynamic1"	"LevelDynamic1"	-1.78357388300093	"BinaryStatic2"	"LevelStatic1"	0.415588855335897
"Sample1284"	"Infant"	"FAM424"	"W2"	"Covar1.3"	0.449175119547768	"BinaryDynamic2"	"LevelDynamic3"	1.8230697178381	"BinaryStatic2"	"LevelStatic1"	0.415588855335897
"Sample1285"	"Infant"	"FAM425"	"W2"	"Covar1.3"	1.23074133402351	"BinaryDynamic1"	"LevelDynamic1"	0.72177709870179	"BinaryStatic1"	"LevelStatic3"	-0.344058926421353
"Sample1286"	"Infant"	"FAM425"	"M1"	"Covar1.1"	0.965154616132545	"BinaryDynamic2"	"LevelDynamic3"	-0.596726578766976	"BinaryStatic1"	"LevelStatic3"	-0.344058926421353
"Sample1287"	"Infant"	"FAM425"	"M12"	"Covar1.3"	1.56168460211253	"BinaryDynamic2"	"LevelDynamic3"	-0.181738592853261	"BinaryStatic1"	"LevelStatic3"	-0.344058926421353
"Sample1288"	"Infant"	"FAM426"	"W2"	"Covar1.1"	-0.316111942044904	"BinaryDynamic2"	"LevelDynamic1"	1.02725646114378	"BinaryStatic2"	"LevelStatic1"	-0.0896871442695941
"Sample1289"	"Infant"	"FAM426"	"M12"	"Covar1.2"	-0.917320660872748	"BinaryDynamic1"	"LevelDynamic2"	-2.12935683494492	"BinaryStatic2"	"LevelStatic1"	-0.0896871442695941
"Sample1290"	"Infant"	"FAM426"	"M6"	"Covar1.1"	1.55722150429562	"BinaryDynamic2"	"LevelDynamic3"	-0.882830024961171	"BinaryStatic2"	"LevelStatic1"	-0.0896871442695941
"Sample1291"	"Infant"	"FAM426"	"M3"	"Covar1.2"	-0.399468222498247	"BinaryDynamic2"	"LevelDynamic1"	-0.306594947593668	"BinaryStatic2"	"LevelStatic1"	-0.0896871442695941
"Sample1292"	"Infant"	"FAM426"	"M1"	"Covar1.3"	0.442155462945799	"BinaryDynamic2"	"LevelDynamic3"	-0.195343623608612	"BinaryStatic2"	"LevelStatic1"	-0.0896871442695941
"Sample1293"	"Infant"	"FAM427"	"M3"	"Covar1.3"	0.781209235101923	"BinaryDynamic2"	"LevelDynamic1"	-1.05622772196818	"BinaryStatic1"	"LevelStatic1"	-1.85271585518911
"Sample1294"	"Infant"	"FAM427"	"M6"	"Covar1.3"	-1.47966001438128	"BinaryDynamic2"	"LevelDynamic3"	0.468882689377332	"BinaryStatic1"	"LevelStatic1"	-1.85271585518911
"Sample1295"	"Infant"	"FAM427"	"M1"	"Covar1.1"	0.514096507221489	"BinaryDynamic1"	"LevelDynamic2"	-0.269989540187059	"BinaryStatic1"	"LevelStatic1"	-1.85271585518911
"Sample1296"	"Infant"	"FAM427"	"M12"	"Covar1.2"	-0.824996216671844	"BinaryDynamic1"	"LevelDynamic2"	-2.44030164403307	"BinaryStatic1"	"LevelStatic1"	-1.85271585518911
"Sample1297"	"Infant"	"FAM427"	"W2"	"Covar1.2"	-0.865937769635399	"BinaryDynamic1"	"LevelDynamic1"	0.40187558032558	"BinaryStatic1"	"LevelStatic1"	-1.85271585518911
"Sample1298"	"Infant"	"FAM428"	"M3"	"Covar1.2"	2.58007784938081	"BinaryDynamic2"	"LevelDynamic2"	1.44951653184292	"BinaryStatic2"	"LevelStatic1"	0.569775081755138
"Sample1299"	"Infant"	"FAM428"	"W2"	"Covar1.3"	-1.60328067887141	"BinaryDynamic1"	"LevelDynamic2"	0.523043723421421	"BinaryStatic2"	"LevelStatic1"	0.569775081755138
"Sample1300"	"Infant"	"FAM428"	"M6"	"Covar1.3"	-0.932155695231725	"BinaryDynamic1"	"LevelDynamic3"	-0.0288990171518042	"BinaryStatic2"	"LevelStatic1"	0.569775081755138
"Sample1301"	"Infant"	"FAM429"	"M1"	"Covar1.3"	-1.63416463348034	"BinaryDynamic1"	"LevelDynamic2"	0.972456740414523	"BinaryStatic1"	"LevelStatic2"	-1.37041994027488
"Sample1302"	"Infant"	"FAM430"	"M3"	"Covar1.3"	1.14526199164209	"BinaryDynamic1"	"LevelDynamic3"	-0.862298289774248	"BinaryStatic2"	"LevelStatic1"	-2.53537952088425
"Sample1303"	"Infant"	"FAM431"	"M12"	"Covar1.1"	-0.873270479383926	"BinaryDynamic2"	"LevelDynamic2"	1.36411923980206	"BinaryStatic2"	"LevelStatic2"	-0.0317507037431126
"Sample1304"	"Infant"	"FAM431"	"M6"	"Covar1.1"	-0.157622793650065	"BinaryDynamic2"	"LevelDynamic3"	-0.587925352274016	"BinaryStatic2"	"LevelStatic2"	-0.0317507037431126
"Sample1305"	"Infant"	"FAM431"	"M1"	"Covar1.2"	0.511908207706561	"BinaryDynamic2"	"LevelDynamic2"	0.572590467132724	"BinaryStatic2"	"LevelStatic2"	-0.0317507037431126
"Sample1306"	"Infant"	"FAM432"	"M12"	"Covar1.2"	1.18477431013477	"BinaryDynamic2"	"LevelDynamic3"	-0.309361989010572	"BinaryStatic1"	"LevelStatic1"	0.483458857287479
"Sample1307"	"Infant"	"FAM432"	"M6"	"Covar1.2"	1.66262494013238	"BinaryDynamic1"	"LevelDynamic1"	0.290920558658332	"BinaryStatic1"	"LevelStatic1"	0.483458857287479
"Sample1308"	"Infant"	"FAM432"	"M3"	"Covar1.1"	-1.44003666766935	"BinaryDynamic1"	"LevelDynamic3"	-0.575953151135833	"BinaryStatic1"	"LevelStatic1"	0.483458857287479
"Sample1309"	"Infant"	"FAM433"	"M6"	"Covar1.2"	0.0718381042586017	"BinaryDynamic2"	"LevelDynamic2"	1.3157918180651	"BinaryStatic1"	"LevelStatic2"	-0.630443162263644
"Sample1310"	"Infant"	"FAM433"	"M1"	"Covar1.2"	1.60026127461792	"BinaryDynamic2"	"LevelDynamic3"	0.244653554196485	"BinaryStatic1"	"LevelStatic2"	-0.630443162263644
"Sample1311"	"Infant"	"FAM433"	"M12"	"Covar1.2"	1.09024282511803	"BinaryDynamic1"	"LevelDynamic2"	0.539801886511988	"BinaryStatic1"	"LevelStatic2"	-0.630443162263644
"Sample1312"	"Infant"	"FAM434"	"M3"	"Covar1.1"	0.529549933033616	"BinaryDynamic2"	"LevelDynamic2"	-0.544825425539568	"BinaryStatic1"	"LevelStatic2"	0.0544055782217746
"Sample1313"	"Infant"	"FAM434"	"M6"	"Covar1.3"	0.439869052170178	"BinaryDynamic1"	"LevelDynamic2"	0.0805814018876259	"BinaryStatic1"	"LevelStatic2"	0.0544055782217746
"Sample1314"	"Infant"	"FAM434"	"M12"	"Covar1.3"	2.19439783890363	"BinaryDynamic1"	"LevelDynamic1"	0.859115367610527	"BinaryStatic1"	"LevelStatic2"	0.0544055782217746
"Sample1315"	"Infant"	"FAM435"	"W2"	"Covar1.1"	1.21259811758189	"BinaryDynamic2"	"LevelDynamic2"	-0.366348643893921	"BinaryStatic1"	"LevelStatic3"	0.0109016869330525
"Sample1316"	"Infant"	"FAM435"	"M6"	"Covar1.3"	-0.583330212349268	"BinaryDynamic2"	"LevelDynamic1"	-0.550802597084645	"BinaryStatic1"	"LevelStatic3"	0.0109016869330525
"Sample1317"	"Infant"	"FAM435"	"M1"	"Covar1.2"	-0.122696798736509	"BinaryDynamic2"	"LevelDynamic3"	1.2972899709789	"BinaryStatic1"	"LevelStatic3"	0.0109016869330525
"Sample1318"	"Infant"	"FAM435"	"M12"	"Covar1.1"	-1.11572822879677	"BinaryDynamic1"	"LevelDynamic3"	-1.02606538819665	"BinaryStatic1"	"LevelStatic3"	0.0109016869330525
"Sample1319"	"Infant"	"FAM436"	"M1"	"Covar1.2"	-0.245228769113442	"BinaryDynamic2"	"LevelDynamic1"	-1.56578571617525	"BinaryStatic1"	"LevelStatic2"	0.60578810368871
"Sample1320"	"Infant"	"FAM436"	"M12"	"Covar1.1"	-0.33479722149108	"BinaryDynamic1"	"LevelDynamic3"	0.780717497555739	"BinaryStatic1"	"LevelStatic2"	0.60578810368871
"Sample1321"	"Infant"	"FAM436"	"M3"	"Covar1.3"	-1.28266300567136	"BinaryDynamic2"	"LevelDynamic1"	0.456216837632412	"BinaryStatic1"	"LevelStatic2"	0.60578810368871
"Sample1322"	"Infant"	"FAM436"	"M6"	"Covar1.2"	0.796043792076802	"BinaryDynamic2"	"LevelDynamic1"	-0.688476733910459	"BinaryStatic1"	"LevelStatic2"	0.60578810368871
"Sample1323"	"Infant"	"FAM436"	"W2"	"Covar1.3"	0.823456399610159	"BinaryDynamic2"	"LevelDynamic2"	-0.0657701452559431	"BinaryStatic1"	"LevelStatic2"	0.60578810368871
"Sample1324"	"Infant"	"FAM437"	"M12"	"Covar1.2"	1.78880270166576	"BinaryDynamic1"	"LevelDynamic2"	0.602496476616308	"BinaryStatic2"	"LevelStatic1"	0.00872736883734612
"Sample1325"	"Infant"	"FAM437"	"M3"	"Covar1.1"	0.975574368447363	"BinaryDynamic2"	"LevelDynamic2"	-0.0697643520411189	"BinaryStatic2"	"LevelStatic1"	0.00872736883734612
"Sample1326"	"Infant"	"FAM437"	"M6"	"Covar1.3"	0.412025202686387	"BinaryDynamic2"	"LevelDynamic3"	-0.719725311704246	"BinaryStatic2"	"LevelStatic1"	0.00872736883734612
"Sample1327"	"Infant"	"FAM437"	"M1"	"Covar1.2"	1.97493733334156	"BinaryDynamic2"	"LevelDynamic3"	0.824005264885037	"BinaryStatic2"	"LevelStatic1"	0.00872736883734612
"Sample1328"	"Infant"	"FAM438"	"M1"	"Covar1.2"	-0.951142928618088	"BinaryDynamic2"	"LevelDynamic1"	-1.01054082291778	"BinaryStatic2"	"LevelStatic1"	0.794189341931796
"Sample1329"	"Infant"	"FAM439"	"M3"	"Covar1.1"	0.567952353137801	"BinaryDynamic2"	"LevelDynamic1"	1.34294394346095	"BinaryStatic1"	"LevelStatic3"	-0.494690847586131
"Sample1330"	"Infant"	"FAM439"	"M12"	"Covar1.1"	-0.441991599466074	"BinaryDynamic2"	"LevelDynamic2"	-0.194109471846645	"BinaryStatic1"	"LevelStatic3"	-0.494690847586131
"Sample1331"	"Infant"	"FAM439"	"M6"	"Covar1.3"	-1.76203008968521	"BinaryDynamic2"	"LevelDynamic2"	0.281030445067269	"BinaryStatic1"	"LevelStatic3"	-0.494690847586131
"Sample1332"	"Infant"	"FAM439"	"M1"	"Covar1.1"	-1.7618261210662	"BinaryDynamic1"	"LevelDynamic1"	0.845779870603939	"BinaryStatic1"	"LevelStatic3"	-0.494690847586131
"Sample1333"	"Infant"	"FAM440"	"M1"	"Covar1.1"	-0.199306385745731	"BinaryDynamic2"	"LevelDynamic1"	0.660695293869523	"BinaryStatic2"	"LevelStatic1"	0.00418508275987167
"Sample1334"	"Infant"	"FAM441"	"W2"	"Covar1.3"	0.474692677271762	"BinaryDynamic1"	"LevelDynamic1"	0.87423577437852	"BinaryStatic2"	"LevelStatic3"	-1.0521882179182
"Sample1335"	"Infant"	"FAM441"	"M1"	"Covar1.1"	0.359995385588833	"BinaryDynamic1"	"LevelDynamic1"	-0.594031045822484	"BinaryStatic2"	"LevelStatic3"	-1.0521882179182
"Sample1336"	"Infant"	"FAM442"	"M12"	"Covar1.3"	-0.132368527220886	"BinaryDynamic2"	"LevelDynamic2"	0.572588823152287	"BinaryStatic1"	"LevelStatic2"	-0.919683630203948
"Sample1337"	"Infant"	"FAM442"	"W2"	"Covar1.2"	0.12107844105611	"BinaryDynamic1"	"LevelDynamic1"	-0.532336367241821	"BinaryStatic1"	"LevelStatic2"	-0.919683630203948
"Sample1338"	"Infant"	"FAM442"	"M6"	"Covar1.1"	-0.0381938134769495	"BinaryDynamic1"	"LevelDynamic1"	0.652665384252239	"BinaryStatic1"	"LevelStatic2"	-0.919683630203948
"Sample1339"	"Infant"	"FAM442"	"M1"	"Covar1.1"	-0.872905972754614	"BinaryDynamic1"	"LevelDynamic2"	-1.05935512946336	"BinaryStatic1"	"LevelStatic2"	-0.919683630203948
"Sample1340"	"Infant"	"FAM442"	"M3"	"Covar1.3"	-0.797107844441803	"BinaryDynamic1"	"LevelDynamic1"	0.479319590748456	"BinaryStatic1"	"LevelStatic2"	-0.919683630203948
"Sample1341"	"Infant"	"FAM443"	"M12"	"Covar1.3"	0.323471025211062	"BinaryDynamic1"	"LevelDynamic1"	1.55442346424199	"BinaryStatic1"	"LevelStatic2"	-1.14781542475092
"Sample1342"	"Infant"	"FAM444"	"M1"	"Covar1.1"	1.65605831529332	"BinaryDynamic2"	"LevelDynamic2"	-0.123366688096298	"BinaryStatic2"	"LevelStatic1"	1.28292834565417
"Sample1343"	"Infant"	"FAM444"	"M3"	"Covar1.3"	0.0637501511077446	"BinaryDynamic1"	"LevelDynamic3"	0.482661159836522	"BinaryStatic2"	"LevelStatic1"	1.28292834565417
"Sample1344"	"Infant"	"FAM444"	"W2"	"Covar1.1"	2.25298948645765	"BinaryDynamic1"	"LevelDynamic3"	2.88971662742307	"BinaryStatic2"	"LevelStatic1"	1.28292834565417
"Sample1345"	"Infant"	"FAM444"	"M6"	"Covar1.1"	-0.9438673491284	"BinaryDynamic1"	"LevelDynamic3"	0.989621204898979	"BinaryStatic2"	"LevelStatic1"	1.28292834565417
"Sample1346"	"Infant"	"FAM444"	"M12"	"Covar1.1"	0.343178024320818	"BinaryDynamic2"	"LevelDynamic2"	0.699468494020423	"BinaryStatic2"	"LevelStatic1"	1.28292834565417
"Sample1347"	"Infant"	"FAM445"	"M6"	"Covar1.3"	0.18411953937326	"BinaryDynamic1"	"LevelDynamic3"	1.27976824339934	"BinaryStatic2"	"LevelStatic2"	-0.34116317925755
"Sample1348"	"Infant"	"FAM445"	"M12"	"Covar1.2"	-0.239758700034669	"BinaryDynamic1"	"LevelDynamic2"	-1.12093659562115	"BinaryStatic2"	"LevelStatic2"	-0.34116317925755
"Sample1349"	"Infant"	"FAM445"	"M3"	"Covar1.3"	0.851805632237612	"BinaryDynamic2"	"LevelDynamic3"	0.213158847254485	"BinaryStatic2"	"LevelStatic2"	-0.34116317925755
"Sample1350"	"Infant"	"FAM445"	"M1"	"Covar1.3"	-1.26896125131166	"BinaryDynamic2"	"LevelDynamic1"	1.67380653378016	"BinaryStatic2"	"LevelStatic2"	-0.34116317925755
"Sample1351"	"Infant"	"FAM446"	"W2"	"Covar1.2"	-0.148853941632772	"BinaryDynamic1"	"LevelDynamic3"	-1.60390213170496	"BinaryStatic1"	"LevelStatic3"	1.02292543056432
"Sample1352"	"Infant"	"FAM446"	"M6"	"Covar1.2"	0.023438855961796	"BinaryDynamic1"	"LevelDynamic2"	1.14349720835617	"BinaryStatic1"	"LevelStatic3"	1.02292543056432
"Sample1353"	"Infant"	"FAM446"	"M1"	"Covar1.1"	0.860632635277945	"BinaryDynamic1"	"LevelDynamic1"	0.166679167149028	"BinaryStatic1"	"LevelStatic3"	1.02292543056432
"Sample1354"	"Infant"	"FAM446"	"M12"	"Covar1.3"	-0.799273980270713	"BinaryDynamic2"	"LevelDynamic3"	-1.75591218919919	"BinaryStatic1"	"LevelStatic3"	1.02292543056432
"Sample1355"	"Infant"	"FAM446"	"M3"	"Covar1.2"	-2.83653272169744	"BinaryDynamic1"	"LevelDynamic2"	-0.68655516948222	"BinaryStatic1"	"LevelStatic3"	1.02292543056432
"Sample1356"	"Infant"	"FAM447"	"M1"	"Covar1.3"	1.0722458639509	"BinaryDynamic1"	"LevelDynamic2"	-1.43719628067676	"BinaryStatic2"	"LevelStatic2"	-0.0559707686897515
"Sample1357"	"Infant"	"FAM447"	"M6"	"Covar1.2"	0.974138633268488	"BinaryDynamic2"	"LevelDynamic3"	0.736479430224725	"BinaryStatic2"	"LevelStatic2"	-0.0559707686897515
"Sample1358"	"Infant"	"FAM447"	"M3"	"Covar1.3"	1.05385557723761	"BinaryDynamic1"	"LevelDynamic2"	0.453238120240092	"BinaryStatic2"	"LevelStatic2"	-0.0559707686897515
"Sample1359"	"Infant"	"FAM447"	"W2"	"Covar1.2"	-0.209404913847133	"BinaryDynamic2"	"LevelDynamic2"	1.94117045416393	"BinaryStatic2"	"LevelStatic2"	-0.0559707686897515
"Sample1360"	"Infant"	"FAM447"	"M12"	"Covar1.2"	-2.53391876785558	"BinaryDynamic2"	"LevelDynamic1"	-0.24353258792677	"BinaryStatic2"	"LevelStatic2"	-0.0559707686897515
"Sample1361"	"Infant"	"FAM448"	"M3"	"Covar1.1"	0.324381377840888	"BinaryDynamic1"	"LevelDynamic1"	-0.509980148644354	"BinaryStatic2"	"LevelStatic3"	0.260794677990327
"Sample1362"	"Infant"	"FAM448"	"M6"	"Covar1.3"	1.52923093464334	"BinaryDynamic2"	"LevelDynamic3"	-1.06561422142049	"BinaryStatic2"	"LevelStatic3"	0.260794677990327
"Sample1363"	"Infant"	"FAM448"	"M1"	"Covar1.1"	-0.49502553937255	"BinaryDynamic1"	"LevelDynamic2"	1.07942141799668	"BinaryStatic2"	"LevelStatic3"	0.260794677990327
"Sample1364"	"Infant"	"FAM448"	"W2"	"Covar1.2"	-0.74992055147891	"BinaryDynamic2"	"LevelDynamic1"	1.2840311500533	"BinaryStatic2"	"LevelStatic3"	0.260794677990327
"Sample1365"	"Infant"	"FAM449"	"M1"	"Covar1.3"	-0.0381006103542124	"BinaryDynamic1"	"LevelDynamic2"	1.36319867937554	"BinaryStatic2"	"LevelStatic3"	-1.19354906253445
"Sample1366"	"Infant"	"FAM449"	"M3"	"Covar1.1"	0.153699179840078	"BinaryDynamic2"	"LevelDynamic3"	1.73718877711166	"BinaryStatic2"	"LevelStatic3"	-1.19354906253445
"Sample1367"	"Infant"	"FAM449"	"M12"	"Covar1.1"	-0.279685204486181	"BinaryDynamic1"	"LevelDynamic3"	1.180177439223	"BinaryStatic2"	"LevelStatic3"	-1.19354906253445
"Sample1368"	"Infant"	"FAM449"	"M6"	"Covar1.2"	0.738721035004576	"BinaryDynamic1"	"LevelDynamic2"	1.14476664028756	"BinaryStatic2"	"LevelStatic3"	-1.19354906253445
"Sample1369"	"Infant"	"FAM450"	"W2"	"Covar1.3"	1.24054859264869	"BinaryDynamic2"	"LevelDynamic3"	0.377383919531156	"BinaryStatic2"	"LevelStatic1"	0.68336293288078
"Sample1370"	"Infant"	"FAM450"	"M3"	"Covar1.3"	-0.779622052059768	"BinaryDynamic2"	"LevelDynamic2"	-0.401831052426092	"BinaryStatic2"	"LevelStatic1"	0.68336293288078
"Sample1371"	"Infant"	"FAM450"	"M1"	"Covar1.3"	0.265049589448697	"BinaryDynamic1"	"LevelDynamic2"	0.988892527436687	"BinaryStatic2"	"LevelStatic1"	0.68336293288078
"Sample1372"	"Infant"	"FAM450"	"M12"	"Covar1.3"	0.0591445263956009	"BinaryDynamic1"	"LevelDynamic2"	0.558698534879945	"BinaryStatic2"	"LevelStatic1"	0.68336293288078
"Sample1373"	"Infant"	"FAM450"	"M6"	"Covar1.1"	-1.13984338266092	"BinaryDynamic2"	"LevelDynamic1"	-0.763078439664421	"BinaryStatic2"	"LevelStatic1"	0.68336293288078
"Sample1374"	"Infant"	"FAM451"	"M12"	"Covar1.3"	1.40524178999936	"BinaryDynamic1"	"LevelDynamic3"	-0.743154027091414	"BinaryStatic2"	"LevelStatic2"	-0.653245498771492
"Sample1375"	"Infant"	"FAM452"	"M1"	"Covar1.3"	0.411013833171653	"BinaryDynamic2"	"LevelDynamic3"	-0.187710855598136	"BinaryStatic2"	"LevelStatic1"	-0.878714170080371
"Sample1376"	"Infant"	"FAM452"	"W2"	"Covar1.3"	1.13299332536587	"BinaryDynamic1"	"LevelDynamic1"	1.74925629212902	"BinaryStatic2"	"LevelStatic1"	-0.878714170080371
"Sample1377"	"Infant"	"FAM452"	"M3"	"Covar1.1"	-0.543361565575453	"BinaryDynamic2"	"LevelDynamic3"	0.464233994659903	"BinaryStatic2"	"LevelStatic1"	-0.878714170080371
"Sample1378"	"Infant"	"FAM452"	"M6"	"Covar1.3"	-0.212711776294238	"BinaryDynamic2"	"LevelDynamic2"	-1.29824535035242	"BinaryStatic2"	"LevelStatic1"	-0.878714170080371
"Sample1379"	"Infant"	"FAM452"	"M12"	"Covar1.3"	-0.238925993307699	"BinaryDynamic2"	"LevelDynamic2"	1.33121989845033	"BinaryStatic2"	"LevelStatic1"	-0.878714170080371
